,tweet,existence,existence.confidence
3770,RT @milesgrant: Virginia Republican Party mocks those who trust science of global warming - like Bob McDonnell: http://ow.ly/14jM0,1,0.653
3771,Virginia Republican Party mocks those who trust science of global warming - like Bob McDonnell: http://ow.ly/14jM0,0,0.7024
3774,Homes that are subject to #climate change (pictures): http://ow.ly/14iFF,1,1.0
3776,Bulgaria Antarctic Expedition Partakes in Climate Change Research http://bit.ly/bTvjq1,1,0.6603
3777,Obama won't protect pika endangered by climate change http://bit.ly/bTyNEH,1,1.0
3778,@MatthewJLB Funny RFK Jr. wrote a column last winter that global warming led to rare snow in DC #fail,0,0.5071
3779,@jmac82 So much for global warming! :-P,0,1.0
3780,OL News: Oceans Reveal Further Impacts of Climate Change http://bit.ly/9GQoBz,1,1.0
3785,Another Epic Snowstorm in DC: And Other Climate Change Surprises #climate http://bit.ly/bGUyv0,1,0.71
3787,RT @sciencedaily: Stratospheric Water Vapor is a Global Warming Wild Card: A 10 percent drop in water vapor ten miles above Earth's ... http://bit.ly/bVEsWa,1,1.0
3788,Malthusian failure. // RT @TelegraphNews India forms new climate change body http://bit.ly/dCOe4U,1,0.6662
3789,"RT @VA_GOP - Watch the new RPV Web Ad: ""12 Inches of Global Warming"" http://bit.ly/cUi0LO http://bit.ly/9wJf5u",0,0.7133
3790,"@whpatterson because of climate change, of course. KIDDINGGGGGGGG",0,1.0
3791,"More climate change duncery in action: http://tinyurl.com/yz7qyn6 (This extra-snowy winter brought to you by warm El Ni•_Ðo moisture, btw)",0,0.518
3792,Could #Climate Change be contributing to this ?...#snOMG'#snopocalypse #snowmageddon #snOMGasm http://bit.ly/cSwqMw,1,0.4868
3794,@StndrdBitch The whole northern hemisphere is colder this winter. Record snowfalls in China and Europe. Must be global warming.,0,0.6646
3795,@devhammer unlesss global warming will stop the snow fall ;),1,0.6801
3796,"While I wait in DC for blizzard, a reminder that waves of weird, wet snowbombs are consistent with global warming. Video: http://j.mp/b4wuRv",1,1.0
3797,"RT @fdncenter: Global Philanthropy Forum starts today! View FC presentations on Global Health, Climate Change, more http://bit.ly/atqpmt",1,0.6804
3798,RT @AGUSciPolicy: AGU cosponsoring #climate change & human health briefing today on Capitol Hill. 11A-12:30P 210 House Cannon & 2P-3:30P 406 Senate Dirksen,1,0.6828
3805,Do you agree?  Lawmaker: Climate change just ruse to control population -http://bit.ly/cV92QG,0,0.7064
3806,"best of luck! @alpSCentre: ...if our new ""Centre for Climate Change Adaptation Technologies alpS"" will be funded by Austrian Gov",1,0.6678
3809,@LamontKingtv LOL I'm just making a funny. But YES global warming is REAL.,1,1.0
3810,"Time to hunker down and ""Ride the storm out"". They are calling it historical. So much for global warming.",0,0.7137
3811,How Is Denying New Info on Abstinence Any Different from Denying Climate Change? http://bit.ly/9HVgwX,1,0.6165
3814,"Hot Air Video: O'Reilly vs. Jon Stewart on foreign policy, global warming, Palin: The exciting conclusion to last ... http://bit.ly/aBP34k",1,0.6459
3815,"ABC labels Pachauri ""leading global warming scientist"" http://bit.ly/cZ56b8",1,1.0
3816,"US Government Finds that Pika is ""Not at Risk"" from Climate Change http://bit.ly/bMfu80 #WWFUS #WWF #climate",1,0.6402
3817,"US Government Finds that Pika is ""Not at Risk"" from Climate Change: The U.S. Government will p... http://bit.ly/bMfu80 #climate #WWFUS #WWF",1,1.0
3818,"""Too much change is not a good thing. Just ask the climate."" - Michael Scott #fb",1,0.6751
3819,"""Too much change is not a good thing; ask the climate"" - Michael Scott",1,1.0
3820,"""Too much change is not a good thing. Just ask the climate."" - Michael Scott",1,1.0
3821,Too much change is not a good thing.  Ask the climate.,1,1.0
3822,"Pete: ""How do we combat them?""  Tell them we've got global warming, financial crisis, energy crisis, terrorism ... they'll leave.",0,0.643
3823,"Post: ""Climate Change ""Destabilizing Geopolitical Force"""" http://tinyurl.com/yjlwvyw",1,0.6611
3827,"Overall, pretty orderly in Target, considering the global warming headed our way...#dc",1,0.6824
3828,I wonder if the massive snowstorm about to shut down DC is the result of 'global warming'.,1,0.6517
3829,Bolivian UN Ambassador Pablo Solon on the World Peoples' Summit on Climate Change and Rights of Mother Earth. http://bit.ly/8Z2KyL,1,0.6446
3830,DailyKos on the military leading on climate change. Why won't Republicans listen to military anymore? http://bit.ly/dAwoPy @operationfree,1,0.674
3831,RT @BBC_WNA: Why climate change scepticism in Australia has grown from a fringe argument into a mainstream political movement. WNA @ 7pm,0,0.6957
3833,"i'm the fuckin' rumplestiltzkin of climate change. doin' the impossible for last minute meetings, bitches.",0,0.6941
3835,Mann's hockey stick graph that shows humans are causing #climate change is STILL LEGIT after intense scrutiny. http://tinyurl.com/yf9gmoz,1,0.6472
3836,"I don't think there's any Global Warming. Seriously, i think we're headed for an Ice Age.",0,1.0
3837,"RT@rff_org New video: Experts talk climate change, extreme weather, and insuring the next Katrina. http://bit.ly/7Hz0WQ",1,1.0
3838,RT @OperationFree Op Free and QDR in sync: climate change threatens national security.  http://bit.ly/aGVNOh,1,1.0
3839,would like to thank the #snowpocalypse for ruining his birthday plans. Where is global warming when you need it?,0,0.7136
3840,RT @sciencedaily: Oceans reveal further impacts of climate change: The increasing acidity of the world's oceans -- and that acidity'... http://bit.ly/9YHS1c,1,1.0
3841,Oceans reveal further impacts of climate change: The increasing acidity of the world's oceans -- and that acidity'... http://bit.ly/9YHS1c,1,1.0
3843,RT @seeprogress: Posted 'Climate Change Is a Clear and Present Danger' to blip.tv: http://blip.tv/file/3176067,1,1.0
3844,Global Warming Hysteria: IPCC Report Mistake About Elevation of the Netherlands http://bit.ly/aVEWkp,0,0.6779
3845,"Be sure to check out our Top 40 ""Change Your Climate, Change Our World"" contest videos and leave your comments: http://ow.ly/13Riw",1,0.6544
3846,Michael Barone at @TownhallCom : How Climate-Change Fanatics Corrupted Science http://ow.ly/13PNw,0,1.0
3847,YAY another #snowpocalypse is ON. THE. WAY. Dare I say it?... Thanks climate change. And again kicking myself for not bringing my xc skis.,1,0.6611
3848,NOAA: Sea Grant awards mini-grants to help communities adapt to climate change. http://ow.ly/13WXw,1,1.0
3849,RT @MilesGrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,0,0.5072
3850,RT @milesgrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,1,1.0
3851,RT @OperationFree: Op Free and QDR in sync: climate change threatens national security. http://bit.ly/aGVNOh,1,0.6489
3852,Time Magazine has a Problem with the Truth about Global Warming: By Alan Caruba Bryan Walsh has a great career in... http://bit.ly/cLHTrV,0,0.6761
3853,U.N. climate change body blasted -- by Greenpeace? http://goo.gl/fb/EhOu,0,0.6566
3854,Enlisting a drug discovery technique in the battle against global warming http://bit.ly/byzkWv #climate,1,1.0
3855,Invasive #plants are beneficiaries of #climate change in Thoreau's woods http://bit.ly/dtkeBP,1,1.0
3856,Check out philanthropy info on climate change from the Foundation Center. http://bit.ly/cEfOiO #green @fdncenter,1,0.6651
3857,Invasive plants are beneficiaries of climate change in Thoreau's woods : http://eurekalert.org/e/3Jgg @PLoS #EurekAlert,1,0.6957
3860,Misreading of polls is playing into the hands of #climate change deniers http://bit.ly/9WdznJ,1,0.7018
3862,U.N. climate change body blasted -- by Greenpeace? http://goo.gl/fb/cTlF,0,0.3806
3863,RT @BillWilsonALG: Lindsay Graham getting public love from Obama. Someone needs to tell Graham that climate change is a proven lie. http://bit.ly/9w8RHw #tcot,0,1.0
3864,#Wetlands & #prairies more sensitive to #climate change than previously thought http://bit.ly/9k84Qh #waterfowl #potholes,1,1.0
3865,Preparing for the Global Warming event this weekend. (@ Costco) http://4sq.com/4qG5cH,1,1.0
3866,Methane: The New #Climate Change Indicator? http://bit.ly/cLDQGZ (via @huffingtonpost) #green,1,1.0
3868,new Foundry post: Climate Change Scientific Consensus Cloudy as Ever http://bit.ly/bXpVUf,1,0.4918
3871,"""Political talk shows discuss global warming. This is science (fiction).""",0,1.0
3873,Bin laden joins global warming doomsayers: http://www.fumento.com/weblog/archives/2010/01/bin_laden_joins.html,1,0.6702
3874,".@LuvableSole 12-20"" what?! effing global warming!  #weallgonnadie",0,0.6228
3875,"So its in the 40s today and tomorrow they're calling for another blizzard. Yes, global warming is real! Lol",0,0.6773
3878,Our team is mapping geopolitics of climate change this morning. Which countries/blocks do you think are most important? why? /RT @350,1,1.0
3879,Global Warming Update http://ow.ly/16uUpb,1,1.0
3880,RT @huffingtonpostz Canada's Wolverine Population Declines As Result Of Climate Change http://is.gd/7GSpU &lt;- and lack of more X-Men sequels,1,1.0
3881,Expecting 1-2 more feet of global warming this weekend.,1,0.6664
3882,Intel Threat Assessments on climate change: I compare '09 to '10. Surprisingly interesting: http://bit.ly/92KXhL,1,1.0
3883,"Post: ""Drug discovery technique could help in the battle against global warming"" http://tinyurl.com/yjxebsw",1,1.0
3884,"20"" of snow? Ok that's it, everyone go buy all the aerosols you can, go outside and start spraying. I'm now cheering on global warming.",0,1.0
3885,"Economics and politics align for climate change says pena #RETECH ""energy efficiency in recession requires political will"" #energycollectiv",1,1.0
3886,Man I love global warming. #fb,1,1.0
3887,I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,1,0.6978
3889,Coal Caucus At Odds with Mining Industry on Climate Change http://ow.ly/16uRDK,1,0.6801
3890,RT @climatedebate: UN official says climate change science robust despite errors in panel ...:  http://bit.ly/9cysf9,1,0.6756
3891,"Vice President, Climate Change - World Wildlife Fund: We are seeking a Vice President, Climate Change to provide t... http://bit.ly/a18HvB",1,0.6585
3892,RT @mcmcvey: 3 approaches that will inspire others to take small steps toward transformative change http://bit.ly/9JEhsM #environment #p2 #climate,1,0.6953
3893,RT @ihatethemedia IHateTheMedia.com gets a message from global warming scientist Koko Warner | IHatetheMedia http://ow.ly/1o56oK #tcot,1,0.6957
3894,GLOBAL WARMING BUSTED by the President! - http://tinyurl.com/yjj5ovp,0,1.0
3897,DHS: Fossil Fuels and Climate Change are  'National Threats' http://bit.ly/bTIImM,1,0.6386
3898,DHS: Fossil Fuels and Climate Change are 'National Threats' http://bit.ly/dlQgDY #TCOT #RS,1,1.0
3899,Lovely . . . another foot of global warming coming our way this weekend . . . http://bit.ly/bb0XQo,1,1.0
3900,3 approaches that will inspire others to take small steps toward transformative change http://bit.ly/9JEhsM #environment #p2 #climate,1,0.6735
3902,"Global Warming ""Gore Hockey Stick"" slammed by top British statistician http://bit.ly/dj1eqW",0,0.6467
3903,RT @terryacarter For those doubting global warming because of this snow. Vancouver having warmest Winter on record. It's called a trend line,1,1.0
3905,@thigpensrevenge it's the global warming gods jo. everything's all whacked up and around and inside out and upside down,0,0.6869
3906,RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1,0.6922
3907,RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,0,0.3568
3908,RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1,0.6334
3909,RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1,0.6602
3910,"RT @STXherry: RT @lizarddawg: Ok,so the global warming issue is becoming a heist-who's going 2 jail? #UN #gop  [Barney Frank--he'll like it]",0,0.7092
3912,For those of you doubting global warming because of this snow: Vancouver has had it's warmest Winter on record. It's called a trend line.,1,1.0
3913,For those of you doubting global warming because of this snow. Vancouver has had it's warmest Winter on record. It's called a trend line.,1,1.0
3914,pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1,0.6713
3915,"RT @mmfa: Hill devotes article to baseless global warming attacks, Gore bashing: #p2 #noisemachine #climate http://ow.ly/166Bh",1,0.4767
3916,Libtard Dylan Ratigan explains why massive snow in DC is PROOF of Global Warming http://bit.ly/aLICxl #cbiz #teaparty #tcot #ocra #sgp #912,0,0.6548
3917,Libtard Dylan Ratigan explains why massive snow in DC is PROOF of Global Warming http://bit.ly/aLICxl #cbiz #teaparty #tcot #ocra #sgp #912,1,0.6708
3918,MSNBC Reporter Insists Record Snow Out East Is Due to Global Warming http://tinyurl.com/yjzytto #tcot #ocra,1,0.6291
3919,"RT @ebertchicago: Many scientists believe the Snowpocalypse is more evidence of Climate Change, a.k.a. warming.",1,0.6837
